name_zh,name_pinyin,gate_category,subcategory,four_qi,five_flavors,meridians,primary_functions,indications,constitutions_suitable,constitutions_caution,contraindications,seasonality,prep_methods,pairing_good,pairing_bad,dietary_dosage,medicinal_dosage,modern_notes,source_ref
高良姜,gao liang jiang,中药材,温里,温,辛,脾;胃,温中散寒;止呕止泻,脘腹冷痛;呕吐泄泻,阳虚,阴虚火旺慎,——,四季,煎服/后下,——,——,——,3-6g/日,常用温里药,《本草纲目》/现代参考
鱼翅,yu chi,动物类,鱼类,平,甘、咸,肺;胃;肾,益气开胃;补虚,虚劳;食少,气虚、阴虚,适量为宜,——,四季,炖/煨,鸡汤;火腿,——,30-50g/餐,——,营养成分丰富，含胶原蛋白。,现代营养学参考
鱼腥草,yu xing cao,中药材,民间草药类,热,酸涩、淡,肝;胆;脾;胃;心;肾;肺;小肠,清热解毒;消痈排脓,肺痈咳吐脓痰;痈肿,阴虚、平和、气滞、血虚、阳虚,过量慎用；适量使用;忌过量,阴虚火旺慎；实热内盛慎；脾虚湿盛慎；孕妇慎,四季,先煎/炙用/后下/煎服/研末/泡茶/冲服/外用/生食/烹饪/凉拌/煲汤/炖煮/蒸食/泡饮/煮粥,姜;枣;米;红枣,辛辣;油腻,——,1-3g/日,药食两用：具清热、抗炎、调节代谢作用。；常见食疗与草药条目，兼具调理与保健价值。,《本草纲目》要点/现代药理参考
鲈鱼,lu yu,食材,海产类,平,甘、辛甘,肺;脾;胃;心;小肠;肝;胆;肾,补肝肾;益筋骨;补益脾胃;通乳,产后体虚;筋骨无力;产后乳少;虚弱纳差,气虚、气滞、阴虚、痰湿、平和,适量使用;忌过量；新鲜适量;个体过敏慎,脾虚湿盛慎；实热内盛慎；孕妇慎；阴虚火旺慎；高尿酸慎；海鲜过敏慎,四季,外用/煎服/蒸食/熬膏/炖煮/生食/泡茶/煲汤/清蒸/炖汤,姜;葱;米;生姜;枸杞;山药,辛辣;油腻;过量油炸,100-200g/餐,——,广泛用于日常食疗、药膳及复方中，兼具营养与药理特性。；营养学参考：高蛋白/矿物质/多糖/不饱和脂肪酸。,《本草纲目》要点/现代药理参考
鲍鱼,bao yu,动物类,贝类,平,甘、咸,肝;肾,滋阴清热;养肝明目,骨蒸劳热;目暗不明,阴虚、血虚,适量为宜,——,四季,蒸/炖/煮,鸡汤;排骨,牛肝,50-100g/餐,——,营养成分丰富，含氨基酸、多糖及微量元素。,《本草纲目》要点/现代药理参考
鲤鱼,li yu,食材,海产类,温、微温,辛咸、酸,脾;胃;心;肝;肾;肺;小肠;胆,利水消肿;通乳,水肿;产后乳少,阴虚、湿热、痰湿、阳虚、血虚,适量使用;忌过量,实热内盛慎；脾虚湿盛慎；孕妇慎；阴虚火旺慎,四季,生食/炖煮/煲汤/熬膏/外用/蒸食/泡茶,姜;葱;米,辛辣;油腻;甘草;狗肉;南瓜,150-250g/餐,——,广泛用于日常食疗、药膳及复方中，兼具营养与药理特性。,《本草纲目》要点/现代药理参考
鲫鱼,ji yu,动物类,水产,平,甘,脾;胃,健脾利湿;通乳,脾虚水肿;产后乳少,血虚、气虚、阳虚、阴虚、平和,适量为宜;忌过食；新鲜适量;个体过敏慎,孕妇慎；阴虚火旺慎；脾虚湿盛慎；实热内盛慎；海鲜过敏慎；高尿酸慎,四季,清炖/煲汤,姜;枸杞;山药;生姜,酒精;油炸;过量油炸,100-250g/餐,——,营养成分丰富，含氨基酸、多糖及微量元素。；营养学参考：高蛋白/矿物质/多糖/不饱和脂肪酸。,《本草纲目》要点/现代药理参考
鸡肉,ji rou,动物类,禽蛋,温,甘,脾;胃,补益气血;健脾胃,体虚;产后,平和、痰湿、血虚、阴虚、阳虚,适量为宜;忌过食；新鲜适量;个体过敏慎,实热内盛慎；孕妇慎；阴虚火旺慎；脾虚湿盛慎；海鲜过敏慎；高尿酸慎,四季,清炖/白斩,姜;枸杞;山药;生姜,酒精;油炸;过量油炸;芥末;大蒜;鲤鱼;芝麻,100-250g/餐,——,营养成分丰富，含氨基酸、多糖及微量元素。；营养学参考：高蛋白/矿物质/多糖/不饱和脂肪酸。,《本草纲目》要点/现代药理参考
鸡蛋,ji dan,动物类,禽蛋,平,甘,脾;胃,滋阴养血;润燥,体弱;产后恢复,血虚、阴虚、平和、气虚,新鲜适量;个体过敏慎,海鲜过敏慎；高尿酸慎,四季,蒸/煮,生姜;枸杞;山药,过量油炸,100-250g/餐,——,营养学参考：高蛋白/矿物质/多糖/不饱和脂肪酸。,《本草纲目》要点/现代药理参考
鸡血藤,ji xue teng,中药材,活血补血,温,苦;甘,肝;肾,行血补血;调经;舒筋活络,月经不调;痛经;血虚萎黄;风湿痹痛;肢体麻木,血虚、血瘀、气滞,湿热,阴虚火旺者慎,四季,煎服/入膳/熬膏,当归;丹参,——,——,9-15g/日,药食参考条目。活血兼能补血。,《中国药典》/《本草纲目拾遗》
鸭肉,ya rou,动物类,禽蛋,凉,甘、咸,肺;脾;肾,滋阴养胃;利水消肿,阴虚内热;水肿,阴虚、湿热、血虚,适量为宜;忌过食,脾胃虚寒慎;阳虚体质慎,夏、秋,清炖/红烧/煲汤/烤制,山药;冬瓜;莲藕;薏米;酸菜,鳖;木耳;栗子,100-150g/餐,——,营养成分丰富，含氨基酸、多糖及微量元素。,《本草纲目》要点/现代药理参考
鸭蛋,ya dan,动物类,禽蛋,凉,甘、咸,肺;脾,滋阴清肺,肺阴不足;咽干,阴虚、平和,适量为宜,脾阳不足慎,四季,煮/腌制,青菜;豆腐,鳖;桑椹,1-2个/日,——,营养成分丰富，含氨基酸、多糖及微量元素。,《本草纲目》要点/现代药理参考
鸽肉,ge rou,动物类,禽蛋,平,咸,肝;肾,滋肾益气;祛风解毒,虚羸;消渴,气虚、阳虚,适量为宜,——,四季,炖/煮/烤,枸杞;山药;红枣,猪肉,100-150g/餐,——,营养成分丰富，含氨基酸、多糖及微量元素。,《本草纲目》要点/现代药理参考
鹅肉,e rou,动物类,禽蛋,平,甘,脾;胃;肺,益气补虚;和胃止渴,气虚;消渴,气虚、平和,适量为宜,痰湿慎,秋、冬,炖/烧/烤,土豆;萝卜,鸭梨;鸡蛋,100-150g/餐,——,营养成分丰富，含氨基酸、多糖及微量元素。,《本草纲目》要点/现代药理参考
鹌鹑蛋,an chun dan,动物类,禽蛋,平,甘,肺;脾;肾,补益气血;强身健脑,气血不足;营养不良,气虚、血虚、平和,适量为宜,——,四季,煮/蒸/炒,韭菜;虾仁,——,3-5个/日,——,营养成分丰富，含氨基酸、多糖及微量元素。,《本草纲目》要点/现代药理参考
鹿茸,lu rong,中药材,稀有药材类,寒,酸、苦甘,肺;脾;胃;肾;肝;心;小肠;胆,补肾阳;益精血;强筋骨,阳痿;腰膝酸软,痰湿、阴虚、血虚、阳虚、气滞,适量使用;忌过量,脾虚湿盛慎；阴虚火旺慎；孕妇慎；实热内盛慎,四季,生食/炖煮/煲汤/煎服/外用/炙用,枸杞;红枣;蜂蜜,油腻;辛辣,——,15-60g/日,稀有/名贵药材或补益品，适合体虚调养与药膳配伍。,《本草纲目》要点/现代药理参考
麦冬,mai dong,中药材,理气,热、凉,咸、甘酸,心;肝;脾;肾;肺;胃;小肠;胆,养阴润肺;益胃生津,干咳少痰;口渴,气虚、血虚、湿热、气滞、阳虚,过量慎用,阴虚火旺慎；实热内盛慎；孕妇慎；脾虚湿盛慎,四季,冲服/炙用/研末/生食/泡茶/煲汤/煎服/先煎/外用/后下,姜;枣;米,——,——,9-30g/日,药食两用：具补益、安神或抗疲劳作用。,《本草纲目》要点/现代药理参考
麦芽,mai ya,中药材,消食,平,甘,脾;胃,消食健胃;回乳,食积;乳汁郁积,气滞、痰湿,适量为宜,哺乳期慎,四季,煎服/炒用,山楂;神曲,——,10-15g/日,10-15g/日,药食两用：具消食、健胃作用。,《本草纲目》要点/现代药理参考
麻黄,ma huang,中药材,活血、滋补,寒,辛甘、酸,肾;肝;脾;胃;心;小肠;肺;胆;大肠,发汗解表;宣肺平喘,风寒感冒无汗,湿热、阳虚、阴虚、血虚、气虚,过量慎用,阴虚火旺慎；孕妇慎；实热内盛慎；脾虚湿盛慎；高尿酸慎,四季,冲服/煲汤/泡茶/外用/炙用/后下/煎服/先煎/包煎/研末冲服,麻黄,——,——,15-60g/日,常用药理特性：具免疫调节与抗炎作用。；常用药理特性：具免疫调节、抗炎、抗氧化等作用。,《本草纲目》要点/现代药理参考
黄柏,huang bai,中药材,化痰止咳,凉,酸、辛咸,肝;胆;肾;脾;膀胱;心;肺;胃,清热燥湿;泻火除蒸,骨蒸潮热;带下,阴虚火旺、气虚、平和、阴虚、痰湿,过量慎用,脾虚湿盛慎；高尿酸慎；阴虚火旺慎,四季,泡茶/包煎/后下/冲服/先煎,黄柏,——,——,9-30g/日,常用药理特性：具免疫调节、抗炎、抗氧化等作用。,《本草纲目》要点/现代药理参考
黄瓜,huang gua,食材,蔬菜,凉,甘,胃;大肠,清热利水;解毒消肿,烦渴;咽喉肿痛,湿热、痰湿,适量为宜,脾胃虚寒慎,夏,生食/凉拌/清炒,木耳;鸡蛋;虾,花生;西红柿;辣椒,100-200g/餐,——,营养成分丰富，含氨基酸、多糖及微量元素。,《本草纲目》要点/现代药理参考
黄芩,huang qin,中药材,解表,寒,苦、酸,脾;胃;心;肝;肾;肺;小肠;胆,清热燥湿;泻火解毒,湿热泻痢;咳嗽,湿热、阳虚、阴虚、痰湿、血虚,过量慎用,阴虚火旺慎；孕妇慎；脾虚湿盛慎；实热内盛慎,四季,生食/炙用/煲汤/后下/外用/先煎/煎服/冲服/泡茶/研末,姜;枣;米,——,——,1-3g/日,药食两用：具清热、抗炎、调节代谢作用。,《本草纲目》要点/现代药理参考
黄芪,huang qi,中药材,补益,平,辛甘、酸,脾;胃;肾;肝;肺;心;小肠;胆;膀胱;大肠,补气升阳;固表止汗,气虚乏力;久疮难愈,平和、痰湿、阳虚、湿热、血虚,适量使用;忌过量；过量慎用,孕妇慎；阴虚火旺慎；实热内盛慎；脾虚湿盛慎；高尿酸慎,四季,泡茶/煲汤/外用/泡饮/煎服/炙用/生食/炖煮/冲服/先煎/后下/包煎/研末冲服,枸杞;红枣;蜂蜜;黄芪;当归;党参;茯苓,油腻;辛辣,——,6-15g/日,稀有/名贵药材或补益品，适合体虚调养与药膳配伍。；常用药理特性：具免疫调节与抗炎作用。；常用药理特性：具免疫调节、抗炎、抗氧化等作用。,《本草纲目》要点/现代药理参考
黄芪炖鸭,huang qi dun ya,食材,药膳饮品类,温,甘,脾;肺,体虚易感,脾;肺,平和、气滞、痰湿、湿热,孕期慎用;适量为宜,实热内盛慎；脾虚湿盛慎；阴虚火旺慎；孕妇慎,四季,炖煮,枸杞;红枣;桂圆,过量酒精,适量,9-30g/日,药膳或滋补饮品原料，适宜体虚调养及季节性食疗。,《本草纲目》要点/现代药理参考
黄豆,huang dou,食材,谷物豆类,平,甘、酸涩,肺;脾;胃;肝;肾;胆;心;小肠,健脾益气;解毒;生津,体虚乏力;中毒;产后气血亏,阳虚、气虚、气滞、湿热、阴虚,适量使用;忌过量；新鲜适量;个体过敏慎,脾虚湿盛慎；阴虚火旺慎；孕妇慎；实热内盛慎；高尿酸慎；海鲜过敏慎,四季,蒸食/凉拌/炖煮/烹饪/泡饮/煮粥/煲汤,姜;米;红枣;生姜;枸杞;山药,辛辣;油腻;过量油炸,10-50g/日,——,常见食疗与草药条目，兼具调理与保健价值。；营养学参考：高蛋白/矿物质/多糖/不饱和脂肪酸。,《本草纲目》要点/现代药理参考
黄连,huang lian,中药材,温里,寒,苦甘、甘酸,肝;肾;肺;脾;胃;心;小肠;胆;大肠,清热燥湿;泻火解毒,湿热泻痢;心烦失眠,气虚、气滞、湿热、阴虚、痰湿,过量慎用,脾虚湿盛慎；阴虚火旺慎；实热内盛慎；孕妇慎；高尿酸慎,四季,泡茶/先煎/煲汤/冲服/后下/外用/煎服/炙用/包煎,黄连,——,——,9-30g/日,常用药理特性：具免疫调节与抗炎作用。；常用药理特性：具免疫调节、抗炎、抗氧化等作用。,《本草纲目》要点/现代药理参考
黄酒,huang jiu,中药材,调味品复方类,微温,咸、甘酸,脾;胃;肝;肾;肺;心;小肠;胆,温经通络;行血,寒凝血滞;痛经;风湿痹痛,痰湿、血虚、气滞、湿热、阳虚,适量为宜;忌过食；适量使用;忌过量,脾虚湿盛慎；实热内盛慎；阴虚火旺慎；孕妇慎,四季,泡茶/冲泡/煲汤/炖煮/泡酒/香料/生食/研末/煎服/外用/蒸食,姜;枸杞;蜂蜜;葱;米,酒精;油炸;辛辣;油腻,——,1-3g/日,兼具药理与生活应用价值，可入茶、入膳或泡酒使用。；广泛用于日常食疗、药膳及复方中，兼具营养与药理特性。,《本草纲目》要点/现代药理参考
黄鳝,huang shan,食材,海产类,热,苦、酸,肺;脾;胃;肾;肝;心;胆,补气养血;温阳,阳痿;贫血,气滞、阳虚、阴虚、气虚、血虚,适量使用;忌过量,脾虚湿盛慎；孕妇慎；阴虚火旺慎；实热内盛慎,四季,煲汤/熬膏/外用/煎服/蒸食/泡茶/生食/炖煮,姜;葱;米,辛辣;油腻,100-200g/餐,——,广泛用于日常食疗、药膳及复方中，兼具营养与药理特性。,《本草纲目》要点/现代药理参考
黑木耳,hei mu er,食材,菌菇,平,甘,胃;大肠,滋阴润燥;凉血止血,阴虚;出血,阴虚、血虚,适量为宜,脾虚便溏慎,四季,凉拌/炒/汤,黄瓜;胡萝卜,——,50-100g/餐,——,素中之荤，补血佳品，清肺润燥。,《本草纲目》/现代营养学
黑米,hei mi,食材,谷物,平,甘,脾;胃,滋阴补肾;健脾暖肝,贫血;白发;腰膝酸软,气虚、血虚、阴虚,适量为宜,——,四季,煮粥/蒸饭,红枣;桂圆;莲子,——,50-100g/日,——,营养成分丰富，含氨基酸、多糖及微量元素。,《本草纲目》要点/现代药理参考
黑芝麻糊,hei zhi ma hu,食材,谷物,平,甘,肝;肾;大肠,滋补肝肾;润肠通便,头晕耳鸣;便秘,平和、湿热、气虚、阳虚、气滞,适量为宜;忌过食,脾虚湿盛慎；孕妇慎；阴虚火旺慎；实热内盛慎,四季,冲调,姜;枸杞;山药,酒精;油炸,100-250g/餐,——,营养学与食疗结合：具降脂、抗氧化、清热等功效。,《本草纲目》要点/现代药理参考
黑豆,hei dou,食材,谷物豆类,平,甘、咸,肝;肾;肺;脾;胃;胆;心;小肠,补肾养血;祛风;补肾益精;乌发,腰膝酸软;风湿;肾虚,阳虚、湿热、血虚、阴虚、平和,适量使用;忌过量；新鲜适量;个体过敏慎,孕妇慎；脾虚湿盛慎；阴虚火旺慎；实热内盛慎；高尿酸慎；海鲜过敏慎,四季,煎服/蒸食/炖煮/烹饪/煮粥/凉拌/炖/豆浆,姜;米;红枣;生姜;枸杞;山药,辛辣;油腻;过量油炸,30-50g/日,——,常见食疗与草药条目，兼具调理与保健价值。；营养学参考：高蛋白/矿物质/多糖/不饱和脂肪酸。,《本草纲目》要点/现代药理参考
黑鱼,hei yu,动物类,鱼类,寒,甘,脾;胃,补脾利水;去瘀生新,水肿;脚气;疮疡,湿热、血虚,适量为宜,脾胃虚寒慎,四季,煮/炖/蒸,豆腐;冬瓜,茄子;南瓜,100-150g/餐,——,营养成分丰富，含氨基酸、多糖及微量元素。,《本草纲目》要点/现代药理参考
何首乌,he shou wu,中药材,补益,温,苦;甘;涩,肝;肾;心,补益精血;固肾乌须;润肠通便,血虚萎黄;眩晕耳鸣;须发早白;腰膝酸软;肠燥便秘,血虚、阴虚、平和,痰湿、湿热,脾虚便溏慎;痰湿内盛慎;孕妇慎,四季,煎服/制用/丸/散,枸杞;当归;熟地黄,葱;蒜;萝卜;猪血,——,6-12g/日,"药食两用：具补益、抗衰老作用。注意：此功效为""制何首乌""（熟）；""生何首乌""功效为解毒、润肠通便，有肝毒性风险。",《中国药典》/《本草纲目》
白菜,bai cai,食材,蔬菜,平,甘,肺;胃,清热除烦;利肠胃,热咳;便秘,平和、湿热、痰湿,适量为宜,脾胃虚寒慎,秋、冬,炒/煮/炖,豆腐;粉丝,——,150-200g/餐,——,营养丰富，含维生素C、纤维素，清热解毒。,《本草纲目》/现代营养学
卷心菜,juan xin cai,食材,蔬菜,平,甘,脾;胃,健脾和胃;清热利湿,胃痛;便秘,平和、湿热,适量为宜,——,四季,炒/煮/凉拌,胡萝卜;肉丝,——,150-200g/餐,——,富含维生素K、C，有助消化和抗炎。,现代营养学
包菜,bao cai,食材,蔬菜,平,甘,脾;胃,健脾开胃;清热解毒,消化不良;热毒,平和、湿热,适量为宜,——,四季,炒/煮/凉拌,粉丝;肉片,——,150-200g/餐,——,即卷心菜，含丰富膳食纤维和维生素。,现代营养学
土豆,tu dou,食材,蔬菜,平,甘,脾;胃,补气健脾;和胃调中,脾胃虚弱;食欲不振,平和、气虚,适量为宜,发芽或变绿者禁用,四季,煮/蒸/炒/烤,牛肉;鸡蛋,柿子,150-200g/餐,——,富含淀粉、维生素C，提供优质碳水化合物。,现代营养学
红薯,hong shu,食材,蔬菜,平,甘,脾;胃,补中益气;宽肠通便,便秘;脾虚,平和、气虚,适量为宜,糖尿病患者适量,四季,蒸/烤/煮粥,小米;花生,柿子,100-150g/餐,——,富含β-胡萝卜素、膳食纤维，护肠道健康。,现代营养学
紫薯,zi shu,食材,蔬菜,平,甘,脾;胃,补气养血;润肠通便,气血不足;便秘,平和、气虚、血虚,适量为宜,糖尿病患者适量,四季,蒸/烤/煮粥,燕麦;核桃,——,100-150g/餐,——,富含花青素、膳食纤维，抗氧化效果佳。,现代营养学
豆角,dou jiao,食材,蔬菜,平,甘,脾;胃,健脾化湿;清热解毒,脾虚湿盛;暑热,平和、湿热,适量为宜,必须煮熟,夏、秋,炒/煮/炖,肉丝;蒜蓉,——,150-200g/餐,——,含植物蛋白、维生素，但生食有毒需煮熟。,现代营养学
四季豆,si ji dou,食材,蔬菜,平,甘,脾;胃,健脾益气;化湿,脾虚;湿阻,平和、湿热,适量为宜,必须煮熟,四季,炒/煮/炖,猪肉;干香菇,——,150-200g/餐,——,即豆角，含丰富蛋白质和维生素B族。,现代营养学
豌豆苗,wan dou miao,食材,蔬菜,平,甘,脾;胃,健脾和胃,脾胃虚弱,平和,适量为宜,——,春,炒/汤,蒜;香菇,——,100-150g/餐,——,豌豆嫩苗，鲜嫩可口，春季时蔬。,现代营养学
韭菜,jiu cai,食材,蔬菜,温,辛,肝;肾,温肾助阳;行气活血,肾阳虚;血瘀,阳虚、气滞,适量为宜,阴虚火旺慎,春、夏,炒/包饺子,鸡蛋;猪肉,蜂蜜,100-150g/餐,——,温性蔬菜，助阳气，但易上火者慎食。,《本草纲目》/现代营养学
韭黄,jiu huang,食材,蔬菜,温,甘;辛,肝;肾;胃,温肾阳;暖胃,肾阳虚;胃寒,阳虚,适量为宜,阴虚火旺慎,冬、春,炒/包饺子,鸡蛋;豆腐,——,100-150g/餐,——,韭菜软化栽培，色黄味甜，温补效果更佳。,《本草纲目》/现代营养学
大白菜,da bai cai,食材,蔬菜,平,甘,肺;胃,清热生津;利肠胃,热病口渴;便秘,平和、湿热,适量为宜,脾胃虚寒慎,秋、冬,炒/煮/做汤,豆腐;香菇,——,150-200g/餐,——,十字花科蔬菜，富含维生素C和膳食纤维。,现代营养学
